"id","state_abb","operator","ref","name","sqft","lon","lat","type"
"0460182335","NJ",NA,NA,"BNY Mellon Somerset",121002,-74.5534089707814,40.5360196491113,"building"
"0460182337","NJ","Digital Realty",NA,NA,125668,-74.5555403998225,40.5375383526,"building"
"0460182351","NJ","Digital Realty","EWR21","Digital Realty New Jersey EWR21",71645,-74.1245143972403,40.830585801517,"building"
"0460212563","CA","Centurylink",NA,NA,43140,-118.343788874712,34.1998691079288,"building"
"0463571875","VA","Amazon Web Services","IAD78","Amazon IAD78",147979,-77.4495202266869,39.0263680426254,"building"
"0463571876","VA","Amazon Web Services","IAD79","Amazon IAD79",148678,-77.4508703471272,39.026357370464,"building"
"0464097467","NV",NA,NA,NA,276687,-119.548573527524,39.5671053835187,"building"
"0464371693","CA",NA,NA,"Kaiser Data Center",162791,-122.273098120002,38.2540851354356,"building"
"0465032380","TX","Dallas County Elections Department",NA,NA,88881,-96.8783930621534,32.8379668836176,"building"
"0465062052","VA","Amazon Web Services","IAD87","Amazon IAD87",147390,-77.441167740037,38.9918136662984,"building"
"0465062053","VA","Amazon Web Services","Amazon IAD88","Amazon IAD88",147468,-77.4418704880024,38.9909643475166,"building"
"0468707940","AZ",NA,NA,"Stream Data Centers PHX-1",413250,-112.359988445158,33.4194906877233,"building"
"0471691760","OR","Flexential",NA,"Flexential Portland - Hillsboro 2",214259,-122.91709178475,45.5582855218678,"building"
"0472761713","NJ","nyse",NA,"NYSE Data Center",200804,-74.1529180750321,41.0783023391818,"building"
"0472954201","CA",NA,NA,"AT&T",17388,-118.114024448502,34.5799839925056,"building"
"0476609221","CO",NA,"600",NA,42627,-104.521966042725,38.8026597098648,"building"
"0480762078","OR",NA,NA,"Juniper",24854,-122.765873621014,45.3187306518794,"building"
"0483307714","TX",NA,NA,"Tierpoint Dallas-Allen",30651,-96.6573755896442,33.1379342230846,"building"
"0487170215","TX","DXC Technology",NA,NA,352246,-95.8636762239439,30.0186978534158,"building"
"0490997243","VA","Amazon Web Services","IAD73","Amazon IAD73",146162,-77.5590992191258,38.7779794583783,"building"
"0490997244","VA","Amazon Web Services","IAD74","Amazon IAD74",147480,-77.5578912291908,38.7774369346209,"building"
"0491914767","OH",NA,NA,"H5 Data Center",71439,-81.6835984766603,41.5063574914296,"building"
"0497151852","FL",NA,NA,"Cologix Jacksonville JAX1",30201,-81.6624256697794,30.3314298188511,"building"
"0499403180","WA","Microsoft",NA,"Microsoft",148589,-119.887331262485,47.2395227837051,"building"
"0499403181","WA","Microsoft",NA,"Microsoft",148081,-119.887374577761,47.2385894728103,"building"
"0499403698","WA",NA,NA,NA,29784,-119.864582207923,47.2385541430661,"building"
"0499403699","WA",NA,NA,NA,138534,-119.825429053674,47.2476007700259,"building"
"0500820007","TX","Meta",NA,"Facebook Fort Worth Datacenter",634395,-97.2593431322177,32.9837840378874,"building"
"0502927599","KS",NA,NA,"Data Center Lenexa",44552,-94.7702895910638,38.9251700702867,"building"
"0507673418","TX",NA,NA,"CITIGROUP TECHNOLOGY INC",242536,-97.2452901345719,33.0063814784843,"building"
"0507673437","TX","Quality Technology Services",NA,"QTS Data Center",277996,-97.2592017347593,32.9888553591259,"building"
"0509611423","TX","Lowe's",NA,NA,55066,-98.6895466508222,29.4728460402844,"building"
"0509611426","TX","CHRISTUS Health",NA,NA,48815,-98.6862095319729,29.4703444790932,"building"
"0509611429","TX","Frost Bank",NA,NA,68591,-98.6876501992496,29.4702234404563,"building"
"0509611432","TX","CyrusOne",NA,"CyrusOne San Antonio I",102327,-98.6881100706692,29.4665550146897,"building"
"0509611436","TX","Valero",NA,"Valero Wiserman",58304,-98.6800644760989,29.4742854134078,"building"
"0509611437","TX",NA,NA,"Stream San Antonio II",71324,-98.6717367823064,29.4720165488149,"building"
"0509611438","TX","CyrusOne",NA,"CyrusOne San Antonio II",108554,-98.6729989608186,29.4708494506794,"building"
"0509611439","TX","CyrusOne",NA,"CyrusOne San Antonio III",100537,-98.67219273226,29.4700442674235,"building"
"0516686211","NC",NA,NA,"Spectrum Charlotte National Data Center",93604,-80.9162084744076,35.1427890205307,"building"
"0517411076","OR","Apple",NA,"Apple Prineville Datacenter",377461,-120.870124994871,44.2888824958948,"building"
"0523886201","FL","Cyxtera","TPA1","Cyxtera Tampa TP1",97332,-82.3511615672706,27.9455318426441,"building"
"0526806006","TX",NA,"DAL10","QTA Irving - Dallas Data Center Campus",306213,-96.9827876336908,32.8972832023204,"building"
"0530024353","IL","Centersquare","ORD4","Centersquare Lisle ORD4 Data Center",361205,-88.0948855888841,41.8023406264639,"building"
"0530982335","AZ",NA,NA,"GoDaddy - Gilbert",91811,-111.839308973835,33.3619138298308,"building"
"0531709017","CA","American Telephone & Telegraph",NA,"AT&T Center",88910,-117.158948042296,32.7475751265535,"building"
"0533842335","TN",NA,NA,NA,10355,-86.7641472215277,36.140480865523,"building"
"0536784688","GA",NA,"CenturyLink","CenturyLink",23046,-84.3837363125497,33.765144159437,"building"
"0537172525","WY",NA,NA,NA,62914,-104.8980886,41.1240329492392,"building"
"0537172526","WY",NA,NA,NA,67797,-104.899268749963,41.1240367993208,"building"
"0537172527","WY",NA,NA,NA,62555,-104.89927145,41.1252835993286,"building"
"0537172528","WY",NA,NA,NA,63264,-104.898083318764,41.1252867631158,"building"
"0537807168","PA","Expedient",NA,"Expedient Pittsburgh South",27441,-80.0425315107542,40.4273772778329,"building"
"0543117031","AZ","Centersquare",NA,"Centersquare: Phoenix - (PHX1 - Mesa)",57992,-111.858994230238,33.4212842623503,"building"
"0543316327","TX","DXC Technology",NA,NA,264173,-95.5632537902831,29.995200647784,"building"
"0543404966","TX","DXC Technology",NA,NA,113970,-95.563985365539,29.9973071613243,"building"
"0544536822","MI",NA,NA,"Liquid Web",23079,-84.6429946411002,42.6879513245683,"building"
"0544596573","VA","Amazon Web Services","IAD63","Amazon IAD63",143980,-77.4932514729236,38.9168847531172,"building"
"0545060574","MI",NA,NA,"Liquid Web, Inc",72843,-84.6660891000123,42.705390400011,"building"
"0545396372","VA","Amazon Web Services","IAD62","Amazon IAD62",149941,-77.5198746909414,38.9493216478265,"building"
"0545704217","GA",NA,NA,NA,18558,-84.6759075273109,34.0707036329806,"building"
"0547156394","OH",NA,NA,"TJX Corporate Techno",102681,-82.8106258545681,40.1038601139403,"building"
"0547156405","OH",NA,NA,"Compugen New Albany",44250,-82.8049454004978,40.1045500382546,"building"
"0547277699","OH",NA,NA,"Compugen New Albany",32222,-82.808939324285,40.1036772007998,"building"
"0548184239","TX","Flexential",NA,"Flexential Dallas - Richardson",68520,-96.7525015956488,32.9948133179937,"building"
"0549418041","TX",NA,NA,"Experian McKinney Data Center",76624,-96.7255050004157,33.1717958006916,"building"
"0553223628","CA","Stack Infrastructure",NA,"Stack Infrastructure",78105,-121.893382033699,37.4025587364288,"building"
"0553223629","CA","Stack Infrastructure",NA,"Stack Infrastructure",107993,-121.892384281029,37.4022125257937,"building"
"0553884511","MO",NA,NA,"Carfax",39487,-92.2886238429071,38.9235119701765,"building"
"0556564909","IA","Meta",NA,"Facebook Altoona Data Center 3",377755,-93.5064655654181,41.6670714224462,"building"
"0556599693","VA","Amazon Web Services","Amazon IAD71","Amazon IAD71",121176,-77.4575028799799,39.0279080723104,"building"
"0556599694","VA","Amazon Web Services","Amazon IAD50","Amazon IAD50",202194,-77.4596828893569,39.0295697612069,"building"
"0556599695","VA","Amazon Web Services","Amazon IAD-60","Amazon IAD-60",110965,-77.4582461041282,39.028773702482,"building"
"0562775657","OH","Amazon Web Services","CMH50","Amazon Web Services  CMH50",161683,-82.75133937578,40.0946297565945,"building"
"0563533017","VA",NA,NA,"Verizon",18004,-79.1442196139729,37.4159385301503,"building"
"0571010571","CT",NA,NA,"CyrusOne Norwalk",77778,-73.3886494484749,41.1130923503512,"building"
"0577628941","TX",NA,NA,"Data Foundry - Texas 2",104857,-97.71307641626,30.1995881378198,"building"
"0578443547","IL","Microsoft",NA,"Microsoft - Azure Datacenter",306766,-87.9182412248465,41.9230056195366,"building"
"0581234765","KS",NA,NA,NA,11440,-99.3001732000108,38.8721328502062,"building"
"0585998677","NV","Switch",NA,"Switch Las Vegas 8",264412,-115.214257958628,36.0578339392382,"building"
"0585998678","NV","Switch",NA,"Switch Las Vegas 9",286184,-115.219627851427,36.0557075563457,"building"
"0587103676","TX",NA,NA,NA,98195,-95.5707846236928,29.8215061137237,"building"
"0588273961","NJ",NA,NA,"Comcast Hillsborough Data Center",10956,-74.6130378532587,40.4977718477017,"building"
"0589360530","WA",NA,NA,"Digital Fortress Lynnwood",24944,-122.289560966598,47.8224251854351,"building"
"0590213770","TX",NA,NA,NA,33064,-96.6559259339588,33.1378053691554,"building"
"0590213771","TX","CyrusOne",NA,"CyrusOne Allen",271378,-96.6599515738897,33.1385205587639,"building"
"0592171280","OR","Amazon Web Services","PDX52","Amazon Web Services us-west-2",151857,-119.654979378704,45.8404435353901,"building"
"0592257327","OR","Amazon Web Services","PDX51/54","Amazon PDX51/54",260806,-119.267733875165,45.9174477600456,"building"
"0596690174","VA","Amazon Web Services","IAD80","Amazon IAD80",150443,-77.4528288502262,39.0271086572774,"building"
"0596690175","VA","Equinix","DC12","Equinix Ashburn DC12",96380,-77.4497581385202,39.0230066415448,"building"
"0597835788","TX","Stream","DFW IV","Stream DFW IV",19684,-96.6616464377784,33.0001441750893,"building"
"0597876719","TX","Rackspace","DFW3","Rackspace Richardson DFW3",112950,-96.7158766211573,32.9647886928415,"building"
"0597876721","TX","Digital Realty","DFW17","Digital Realty Dallas DFW17",83615,-96.7132120073435,32.9662811792145,"building"
"0597876722","TX","Digital Realty","DFW29","Digital Realty Dallas DFW29",122436,-96.7105464221749,32.967232677045,"building"
"0597876723","TX",NA,NA,NA,62460,-96.7111961122406,32.9662535719777,"building"
"0597876724","TX","Digital Realty","DFW28","Digital Realty Dallas DFW28",122015,-96.7133081589403,32.967240660688,"building"
"0597876726","TX","Digital Realty","DFW35","Digital Realty Dallas DFW35",116539,-96.7102911348827,32.965046214673,"building"
"0597876730","TX","Digital Realty","DFW18","Digital Realty Dallas DFW18",222335,-96.7126086165348,32.9652038045046,"building"
"0597876798","TX","Digital Realty","DFW16","Digital Realty Dallas DFW16",109470,-96.7155872032112,32.9660765061304,"building"
"0597970806","VA","Digital Realty","IAD36","Digital Realty Northern Virginia IAD36",112516,-77.4793436972275,39.0015518316229,"building"
"0597970809","VA","Digital Realty","IAD35","Digital Realty Northern Virginia IAD35",206225,-77.4805954463819,39.0005114225158,"building"
"0597970811","VA","Digital Realty","IAD37","Digital Realty Northern Virginia IAD37",144298,-77.4780699650142,39.0000098643599,"building"
"0597970813","VA","Digital Realty","IAD38","Digital Realty Northern Virginia IAD38",114543,-77.47718416155,39.001109850233,"building"
"0598261190","KS",NA,NA,NA,208766,-94.8676921893244,38.9401348190579,"building"
"0598263496","KS",NA,NA,NA,159861,-94.8644874869406,38.935650051202,"building"
"0600806974","CA","Equinix","SV10","Equinix SV10",86340,-121.784762651589,37.2411985288477,"building"
"0607483487","NJ",NA,NA,NA,41058,-75.1953232668235,39.8309301141157,"building"
"0607753694","NE","Verizon Wireless",NA,NA,38873,-96.14761886052,41.2204084492003,"building"
"0609126465","FL",NA,NA,NA,107548,-81.393438632849,28.6174682274853,"building"
"0610827836","SC","Google",NA,"Google",146623,-80.0414534469186,33.0642721751564,"building"
"0610845529","MD",NA,NA,"TierPoint Baltimore BWI",33372,-76.6828450662765,39.213451704108,"building"
"0610977485","VA","NTT","VA2","NTT Ashburn VA2 Data Center",74197,-77.457639235355,39.0250103243801,"building"
"0612045611","NJ",NA,NA,"Goldman Sachs",276729,-74.6703296003652,40.5703722021616,"building"
"0617194689","NV","Switch",NA,"Switch Las Vegas 11",230258,-115.214136773996,36.0558851911304,"building"
"0618339179","NJ",NA,NA,"365 Bridgewater NJ",28468,-74.5738779423459,40.5814744674732,"building"
"0626281456","AL","AngelTrax Mobile Video Surveillance Solutions",NA,"AngelTrax Data Center",10736,-85.4558488380584,31.2319041963384,"building"
"0626785488","NM","Meta","3","Meta",654433,-106.783829099361,34.8302466084601,"building"
"0633034071","OR","Amazon Web Services","PDX58/61","Amazon Web Services us-west-2",284033,-119.657933090336,45.841413570882,"building"
"0634635617","WA",NA,NA,"Centeris SH2 Build-to-Suit",93539,-122.279861536815,47.1588438041174,"building"
"0634638463","WA",NA,NA,"Centeris SH1 Colocation",115786,-122.279306436565,47.1608552259002,"building"
"0639176155","TX","Microsoft",NA,"Microsoft TRP2",169781,-98.8039852034753,29.4119543254249,"building"
"0639176157","TX","Microsoft",NA,"Microsoft TRP1",177468,-98.8027302250628,29.4120123200381,"building"
"0649319778","VA","Digital Realty","ACC7","Digital Realty ACC7",409481,-77.4656426357889,39.0175320928245,"building"
"0649365751","VA","NTT","VA3","NTT Ashburn VA3 Data Center",231924,-77.4703764402755,39.0171823292026,"building"
"0649365764","VA","Digital Realty",NA,"Digital Realty ACC9",329257,-77.4673185252876,39.0154662535561,"building"
"0650412346","TX","Flexential",NA,"Flexential Dallas - Plano",266345,-96.6664104861459,33.0070022616131,"building"
"0652034566","NC",NA,NA,NA,207083,-81.2602729686781,35.587059913248,"building"
"0664938835","WI",NA,NA,"Expedient Milwaukee",26099,-87.9778578020658,42.863177021728,"building"
"0667573133","VA","Amazon IAD85","IAD85","Amazon Web Services",149064,-77.5417245394877,38.7793815094446,"building"
"0667796922","ME","FirstLight",NA,"Oxford Networks",55383,-69.9231505454712,43.8950710826251,"building"
"0671301768","OH","Meta",NA,"Meta New Albany Data Center",663238,-82.7503408359755,40.0684082647916,"building"
"0671838900","TX",NA,NA,"Rice Data Center",25487,-95.443327966225,29.6581463648748,"building"
"0673145182","TX","Meta",NA,"Facebook Fort Worth Datacenter",435206,-97.2550751450935,32.9849936632705,"building"
"0673532692","OH","Amazon Web Services",NA,"Amazon Web Services",161809,-83.1351728885803,40.0611521574976,"building"
"0693381106","VA","Amazon Web Services","IAD68","Amazon IAD68",181794,-77.5209515296478,38.9486869557017,"building"
"0693381107","VA","Amazon Web Services","IAD81","Amazon IAD81",184907,-77.521831019596,38.9483858232972,"building"
"0693385812","VA","Google","ARA1","Google",215928,-77.5243689977558,38.943153938234,"building"
"0693390022","VA","Amazon Web Services","IAD120","Amazon IAD120",188334,-77.498061493272,38.9579220816586,"building"
"0693390023","VA","Amazon Web Services","IAD121","Amazon IAD121",154814,-77.497786882179,38.9567830531427,"building"
"0694493125","WA","Microsoft",NA,"Microsoft",112036,-119.887572560283,47.2376567879979,"building"
"0694493126","WA","Microsoft",NA,"Microsoft",116652,-119.883192006045,47.2376291071034,"building"
"0694493127","WA","Microsoft",NA,"Microsoft",157324,-119.883290739066,47.2367207945431,"building"
"0694493128","WA","Microsoft",NA,"Microsoft",162608,-119.887475881505,47.2367371026945,"building"
"0694602725","WA",NA,NA,"Vantage WA12",124695,-119.813721079074,47.2539464411043,"building"
"0696978351","VA",NA,NA,NA,48591,-77.4715605284179,39.0120268333631,"building"
"0697020849","VA","Amazon Web Services","Amazon IAD-58","Amazon IAD-58",136770,-77.4418418285264,38.9862787395905,"building"
"0697020850","VA","Amazon Web Services","Amazon IAD-57","Amazon IAD-57",116533,-77.4426383866245,38.9869972332917,"building"
"0697021948","VA","Amazon Web Services","IAD64","Amazon IAD64",147547,-77.6529193443708,38.8151324065742,"building"
"0697413741","OR","Amazon Web Services","PDX57/60","Amazon PDX57/60",271590,-119.267713760222,45.9138831888731,"building"
"0697415321","OR","Amazon Web Services","PDX55","Amazon Web Services us-west-2",123601,-119.65544902619,45.8411742583899,"building"
"0697415323","OR","Amazon Web Services","PDX56/59","Amazon Web Services us-west-2",263671,-119.630036099959,45.8537860616703,"building"
"0697417726","OR","Amazon Web Services","PDX62","Amazon Web Services us-west-2",211981,-119.603709224127,45.8466553254132,"building"
"0701923200","VA","Quality Technology Services",NA,"QTS Ashburn 1",164144,-77.4501710952684,38.9995153465698,"building"
"0701923202","VA","Digital Realty","IAD40","Digital Realty Northern Virginia IAD40",244372,-77.4672543167959,39.0064543424842,"building"
"0701923203","VA","Digital Realty","IAD39","Digital Realty Northern Virginia IAD39",549223,-77.4676234462839,39.0077179647985,"building"
"0701923204","VA","Digital Realty",NA,"Digital Realty ACC10",289043,-77.4655360688187,39.0127066403801,"building"
"0701924664","VA","Vantage","VA12","Vantage VA12",224621,-77.4398202108325,39.0006549667486,"building"
"0701924665","VA","Vantage Data Centers","VA11","Vantage VA11",127578,-77.4376605684771,39.0023946073418,"building"
"0701924667","VA","Amazon Web Services","IAD90","Amazon IAD90",147749,-77.4116515379503,38.988603084771,"building"
"0701924668","VA","Amazon Web Services","IAD91","Amazon IAD91",149486,-77.4111191682655,38.9878471604737,"building"
"0701924669","VA","Amazon Web Services","IAD92","Amazon IAD92",149857,-77.4104754086186,38.9869426054974,"building"
"0701929066","VA","Amazon Web Services","IAD144","Amazon IAD144",150384,-77.427421829826,38.9816429175365,"building"
"0701930919","VA","CyrusOne","NVA8","CyrusOne NVA8",154011,-77.4132200092024,39.0211673837731,"building"
"0701930920","VA","Amazon Web Services","IAD98","Amazon IAD98",150826,-77.4338856555634,39.0202249290855,"building"
"0701930921","VA","Amazon Web Services","IAD99","Amazon IAD99",150804,-77.4340298910328,39.0191689358449,"building"
"0701930929","VA","Amazon Web Services","IAD114","Amazon IAD114",148005,-77.4506985706523,39.0354940775405,"building"
"0701930930","VA","Amazon Web Services","IAD115","Amazon IAD115",146333,-77.4497948082868,39.0362940214503,"building"
"0701931819","VA","Amazon Web Services","IAD65","Amazon IAD65",149859,-77.4944087110199,38.9169905405475,"building"
"0701931820","VA","Amazon Web Services","IAD150","Amazon IAD150",213595,-77.477250885188,38.9160763538944,"building"
"0706081342","NM",NA,NA,"725",43011,-106.542175124666,35.0483487178577,"building"
"0706759844","OR","Apple",NA,"Apple Prineville Datacenter",344665,-120.870215905193,44.2872772687812,"building"
"0706759845","OR","Meta",NA,"Meta Prineville Data Center, phase 3",328376,-120.881518904677,44.2936831561466,"building"
"0706776322","OR","Amazon Web Services","PDX80","Amazon PDX80",215703,-119.366616217657,45.7978087952604,"building"
"0708916484","VA",NA,NA,NA,144382,-77.4782734387972,39.015417165781,"building"
"0710070925","VA","Google",NA,"Google Data Center",140634,-77.5395765900132,39.052640581183,"building"
"0713410334","GA",NA,"ATL1","Centersquare Atlanta ATL1",249314,-84.5812164734603,33.7442284099256,"building"
"0713428715","IL","Digital Realty","CH3","Digital Realty CH3",348220,-87.9649037724477,41.9943964726061,"building"
"0713433204","IL","Digital Realty","CH2","Digital Realty CH2",302974,-87.9577356133954,41.9944638231695,"building"
"0714139865","NJ","Equinix",NA,"Equinix Secaucus NY6",70938,-74.0727003373075,40.7775188689004,"building"
"0714943309","NJ","PSE&G",NA,"PSE&G Delivery Emergency Response Center",85030,-74.5193932569602,40.5798941265237,"building"
"0718465287","MN",NA,NA,"Epic / Mayo Data Center",48317,-92.5221205515067,44.0708164437569,"building"
"0729192992","OR","Quality Technology Services",NA,"QTS Data Center Bld 1",157854,-122.927830452187,45.5587671541041,"building"
"0729376485","NJ",NA,NA,NA,159389,-74.2435072968213,40.5843431351716,"building"
"0729696933","UT","Flexential",NA,"Flexential Salt Lake City - Downtown",63362,-111.954837663745,40.7563065814108,"building"
"0733721782","OR","State of Oregon",NA,"Oregon State Data Center",46536,-123.001861411719,44.9265490919689,"building"
"0734323663","OR","Digital Realty",NA,"Digital Realty PDX11 Data Center",283056,-122.916852702501,45.5679934282679,"building"
"0741629998","FL","Flexential",NA,"Flexential Fort Lauderdale",73580,-80.1932966507533,26.1900857189442,"building"
"0744177375","TX",NA,NA,NA,126121,-95.4865263462616,30.1777828507431,"building"
"0744491691","VA","Amazon Web Services","IAD145","Amazon IAD145",103663,-77.4246254873571,38.9825521328192,"building"
"0744496741","VA",NA,NA,NA,102452,-77.4190946708534,39.0236983081554,"building"
"0744496750","VA",NA,NA,NA,102630,-77.4204392822443,39.0243460098383,"building"
"0746278786","NV","Flexential",NA,"Flexential Las Vegas - North",110728,-115.101260874576,36.2481647821121,"building"
"0752001022","OR",NA,NA,NA,11249,-121.328549644276,44.0474074001357,"building"
"0755540694","MI",NA,NA,NA,36835,-83.7796021653177,42.9687131654125,"building"
"0756382879","NJ",NA,NA,NA,19551,-74.7096230767637,40.5993451047791,"building"
"0756382880","NJ",NA,NA,NA,54527,-74.7101119871606,40.5997185067168,"building"
"0756778306","NM","Meta","2","Meta",543736,-106.780347109727,34.8300400090325,"building"
"0761185667","NJ",NA,NA,"Verizon Wireless NE Headquarters",156691,-74.7055963485247,40.555692492579,"building"
"0762116506","VA","Meta",NA,"Meta Henrico Data Center",588189,-77.2373111466902,37.4839282085179,"building"
